Year,Month,IncType,ParentPropertyType,NumFireDeaths,NumAllFireInjuries,IncGeo_BoroughCode,IncGeo_BoroughName,IncGeo_WardCode,IncGeo_WardName,IgnitionSourcePower,IgnitionSource,ItemFirstIgnited,LocationFireStarted,ApplianceManufacturer,MainCauseModel
2009,June,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000033,Westminster,E05013807,Vincent Square,Electricity,Washing machine,Wiring insulation,Kitchen,HOOVER,quattroas110
2009,July,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000007,Camden,E05013654,Camden Square,Electricity,Washing machine,Plastic - raw material only,Kitchen,CANDY,aquaviva120t
2009,June,Primary Fire,Purpose Built Flats/Maisonettes,0,1,E09000016,Havering,E05013969,Elm Park,Electricity,Fridge/Freezer,Plastic - raw material only,Corridor/Hall,BEJAM,fridgefreezermodelnotknown
2009,July,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000022,Lambeth,E05014113,Streatham Hill East,Electricity,Tumble dryer - Standard,Other textiles,Kitchen,Other,unknown
2009,July,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000007,Camden,E05013660,Haverstock,Electricity,Fridge/Freezer,Other item,Kitchen,BOSCH,classicxx
2009,July,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000021,Kingston upon Thames,E05013932,Coombe Hill,Electricity,Washing machine,Wiring insulation,Kitchen,CANDY,450
2009,August,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000030,Tower Hamlets,E05009334,Stepney Green,Electricity,Fridge/Freezer,Plastic - raw material only,Bedroom,LEC,notknown
2009,July,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000013,Hammersmith and Fulham,E05013751,West Kensington,Electricity,Washing machine,Plastic - raw material only,Kitchen,BEKO,wma510w
2009,August,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000031,Waltham Forest,E05013886,Endlebury,Electricity,Washer/Dryer combined,Not known,Kitchen,Other,unknown
2009,September,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000032,Wandsworth,E05014024,Tooting Broadway,Electricity,Tumble dryer - Standard,Not known,Kitchen,INDESIT,unknown
2009,August,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000014,Haringey,E05013596,Northumberland Park,Electricity,Washing machine,Internal Fittings,Kitchen,HOTPOINT,wd860
2009,October,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000008,Croydon,E05011489,Woodside,Electricity,Washing machine,Wiring insulation,Kitchen,INDESIT,wia111
2009,October,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000009,Ealing,E05013536,South Acton,Electricity,Washing machine,Internal Fittings,Kitchen,HOTPOINT,wd640
2009,October,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000033,Westminster,E05013806,St. James's,Electricity,Washing machine,Wiring insulation,Kitchen,HOTPOINT,dwp1200spin
2009,November,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000009,Ealing,E05013525,Hanwell Broadway,Electricity,Washing machine,Internal Fittings,Kitchen,HOTPOINT,aquariuswf430
2009,January,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000019,Islington,E05013698,Barnsbury,Electricity,Washing machine,Not known,Kitchen,INDESIT,evolution1400we14
2009,June,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000022,Lambeth,E05014116,Streatham Wells,Electricity,Tumble dryer - Standard,Not known,Kitchen,Other,unknown
2009,January,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000004,Bexley,E05011223,Crook Log,Electricity,Washing machine,Not known,Kitchen,Other,unknown
2009,February,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000019,Islington,E05013698,Barnsbury,Electricity,Washing machine,Plastic - raw material only,Kitchen,SERVIS,easilogic1300rpm
2009,January,Primary Fire,Purpose Built Flats/Maisonettes,0,2,E09000015,Harrow,E05013558,Roxbourne,Electricity,Fridge/Freezer,Other furniture,Kitchen,BEKO,notknown
2009,April,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000023,Lewisham,E05013732,Telegraph Hill,Electricity,Washer/Dryer combined,Wiring insulation,Kitchen,CANDY,aquarius1300
2009,February,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000007,Camden,E05013669,St. Pancras & Somers Town,Electricity,Washing machine,Plastic - raw material only,Kitchen,ZANUSSI,jetsystem1000
2009,January,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000018,Hounslow,E05013625,Isleworth,Electricity,Washer/Dryer combined,Plastic - raw material only,Kitchen,NEFF,v4380x08b
2009,March,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000002,Barking and Dagenham,E05014061,Gascoigne,Electricity,Washer/Dryer combined,Wiring insulation,Kitchen,INDESIT,wd12xuk
2009,April,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000023,Lewisham,E05013721,Evelyn,Electricity,Washing machine,Rubber - raw material only,Kitchen,HOOVER,1300specialedition
2009,May,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000011,Greenwich,E05014074,Charlton Hornfair,Electricity,Tumble dryer - Standard,Wiring insulation,Other,INDESIT,30629
2009,May,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000012,Hackney,E05009373,Hackney Downs,Electricity,Spin dryer,Other/Unspecified furnishings,Kitchen,Other,unknown
2009,April,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000019,Islington,E05013699,Bunhill,Electricity,Washing machine,Wiring insulation,Kitchen,Other,unknown
2009,April,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000010,Enfield,E05013685,Lower Edmonton,Electricity,Washing machine,Plastic - raw material only,Kitchen,BLOMBERG,washingmachine
2009,April,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000025,Newham,E05013922,Royal Albert,Electricity,Spin dryer,Plastic - raw material only,Kitchen,CREDA,debonair
2009,February,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000002,Barking and Dagenham,E05014060,Eastbury,Electricity,Tumble dryer - Standard,Other item,Kitchen,PHILIPS,d151
2009,February,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000023,Lewisham,E05013725,Ladywell,Electricity,Washing machine,Wiring insulation,Kitchen,CANDY,cn120t
2009,December,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000032,Wandsworth,E05014010,Battersea Park,Electricity,Washing machine,Other item,Kitchen,Other,unknown
2009,November,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000009,Ealing,E05013536,South Acton,Electricity,Dishwasher,Wiring insulation,Kitchen,HOTPOINT,fdw60g
2009,October,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000023,Lewisham,E05013714,Bellingham,Electricity,Washing machine,Wiring insulation,Kitchen,CANDY,notknown
2009,September,Primary Fire,Purpose Built Flats/Maisonettes,0,1,E09000004,Bexley,E05011225,Erith,Electricity,Washer/Dryer combined,Plastic - raw material only,Kitchen,CANDY,aquaviva1300
2009,April,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000028,Southwark,E05011113,Rye Lane,Electricity,Washing machine,Other item,Kitchen,WHIRLPOOL,awo5763
2009,June,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000007,Camden,E05013663,Kentish Town North,Electricity,Tumble dryer - Standard,Other item,Kitchen,HOTPOINT,aquariestdl30
2009,March,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000009,Ealing,E05013540,Southfield,Electricity,Dishwasher,Wiring insulation,Kitchen,DIPLOMAT,adp8352
2009,April,Primary Fire,Converted Flats/Maisonettes,0,0,E09000028,Southwark,E05011111,Peckham Rye,Electricity,Washing machine,Other item,Kitchen,ARISTON,ab1036t
2009,May,Primary Fire,Converted Flats/Maisonettes,0,1,E09000033,Westminster,E05013799,Little Venice,Electricity,Fridge/Freezer,Wiring insulation,Kitchen,Other,unknown
2009,October,Primary Fire,Converted Flats/Maisonettes,0,0,E09000022,Lambeth,E05014101,Clapham Park,Electricity,Dishwasher,Wiring insulation,Kitchen,INDESIT,dishwasher
2009,November,Primary Fire,Converted Flats/Maisonettes,0,0,E09000030,Tower Hamlets,E05009319,Bow East,Electricity,Washer/Dryer combined,Wiring insulation,Kitchen,INDESIT,wd125
2009,November,Primary Fire,Converted Flats/Maisonettes,0,0,E09000033,Westminster,E05013799,Little Venice,Electricity,Fridge/Freezer,Wiring insulation,Kitchen,BOSCH,fridge/freezer
2009,July,Primary Fire,Converted Flats/Maisonettes,0,0,E09000025,Newham,E05013919,Plaistow South,Electricity,Fridge/Freezer,Plastic - raw material only,Kitchen,FRIDGEMASTER,unknown
2009,December,Primary Fire,Converted Flats/Maisonettes,0,0,E09000013,Hammersmith and Fulham,E05013733,Addison,Electricity,Washing machine,Other item,Utility room,Other,unknown
2009,December,Primary Fire,Converted Flats/Maisonettes,0,0,E09000025,Newham,E05013917,Maryland,Electricity,Washing machine,Wiring insulation,Kitchen,SERVIS,1500rpm
2009,May,Primary Fire,House in Multiple Occupation,0,0,E09000012,Hackney,E05009380,Lea Bridge,Electricity,Fridge/Freezer,Internal Fittings,Bedroom,CANDY,notknownburntaway
2009,November,Primary Fire,Dwelling,0,0,E09000032,Wandsworth,E05014023,Tooting Bec,Electricity,Tumble dryer - Standard,Wiring insulation,"Under stairs (enclosed, storage area)",AEG,unknown
2009,December,Primary Fire,Dwelling,0,0,E09000017,Hillingdon,E05013580,Uxbridge,Electricity,Tumble dryer - Standard,Other item,Kitchen,HOTPOINT,aquariustumbledryer
2009,December,Primary Fire,Dwelling,0,0,E09000017,Hillingdon,E05013576,Pinkwell,Electricity,Dishwasher,Not known,Kitchen,DIPLOMAT,noneonmachine
2009,December,Primary Fire,Dwelling,0,0,E09000011,Greenwich,E05014078,Eltham Park & Progress,Electricity,Dishwasher,Wiring insulation,Kitchen,INDESIT,dif04
2009,December,Primary Fire,Dwelling,0,0,E09000012,Hackney,E05009367,Brownswood,Electricity,Dishwasher,Plastic - raw material only,Kitchen,NEFF,s5443x1gb/29
2009,December,Primary Fire,Dwelling,0,0,E09000005,Brent,E05013504,Kingsbury,Electricity,Washer/Dryer combined,Wiring insulation,Kitchen,ZANUSSI,essential1600washerdryer
2009,November,Primary Fire,Dwelling,0,0,E09000004,Bexley,E05011226,Falconwood & Welling,Electricity,Washing machine,Wiring insulation,Kitchen,HOTPOINT,aquarius1100
2009,November,Primary Fire,Dwelling,0,0,E09000011,Greenwich,E05014091,West Thamesmead,Electricity,Washing machine,Wiring insulation,Kitchen,HOTPOINT,ultima1200
2009,December,Primary Fire,Dwelling,0,0,E09000023,Lewisham,E05013730,Rushey Green,Electricity,Tumble dryer - Standard,Wiring insulation,Kitchen,HOTPOINT,tumbledryer
2009,December,Primary Fire,Dwelling,0,0,E09000022,Lambeth,E05014104,Herne Hill & Loughborough Junction,Electricity,Tumble dryer - Standard,Wiring insulation,Kitchen,CREDA,tvr2
2009,November,Primary Fire,Dwelling,0,0,E09000003,Barnet,E05013635,East Barnet,Electricity,Tumble dryer - Standard,Plastic - raw material only,Garage,BOSCH,tumbledryer
2009,November,Primary Fire,Dwelling,0,4,E09000025,Newham,E05013916,Manor Park,Electricity,Fridge/Freezer,Gases,Kitchen,DAEWOO,erf344msg
2009,November,Primary Fire,Dwelling,0,0,E09000013,Hammersmith and Fulham,E05013740,Grove,Electricity,Tumble dryer - Standard,Plastic - raw material only,Utility room,WHIRLPOOL,notknown
2009,November,Primary Fire,Dwelling,0,0,E09000014,Haringey,E05013592,Highgate,Electricity,Tumble dryer - Standard,Clothing,Utility room,MIELE,tumbledryer
2009,November,Primary Fire,Dwelling,0,0,E09000003,Barnet,E05013639,Finchley Church End,Electricity,Tumble dryer - Standard,Unspecified internal fitting/part of structure,Utility room,SIEMENS,wt720cgb
2009,November,Primary Fire,Dwelling,0,0,E09000017,Hillingdon,E05013580,Uxbridge,Electricity,Tumble dryer - Standard,Wiring insulation,Utility room,HOTPOINT,aquaristtumbledryer
2009,October,Primary Fire,Dwelling,0,0,E09000021,Kingston upon Thames,E05013946,Tudor,Electricity,Dishwasher,Other item,Kitchen,Other,unknown
2009,November,Primary Fire,Dwelling,0,0,E09000016,Havering,E05013980,Rush Green & Crowlands,Electricity,Tumble dryer - Standard,Other item,Kitchen,Other,fittosupply
2009,September,Primary Fire,Dwelling,0,0,E09000003,Barnet,E05013639,Finchley Church End,Electricity,Dishwasher,Wiring insulation,Kitchen,BOSCH,calgontfinish
2009,February,Primary Fire,Converted Flats/Maisonettes,0,0,E09000003,Barnet,E05013628,Barnet Vale,Electricity,Fridge/Freezer,Plastic - raw material only,Kitchen,WHIRLPOOL,afb409/g/wp
2009,March,Primary Fire,Converted Flats/Maisonettes,0,0,E09000013,Hammersmith and Fulham,E05013747,Sands End,Electricity,Washing machine,Other item,Kitchen,INDESIT,wil103(uk)
2009,May,Primary Fire,Converted Flats/Maisonettes,0,0,E09000019,Islington,E05013711,St. Peter's & Canalside,Electricity,Tumble dryer - Standard,Clothing,Kitchen,SENSODRY,dualheattumbledryer
2009,December,Primary Fire,House in Multiple Occupation,0,0,E09000031,Waltham Forest,E05013891,High Street,Electricity,Fridge/Freezer,Plastic - raw material only,Kitchen,AEG,notknown
2009,September,Primary Fire,House in Multiple Occupation,0,0,E09000022,Lambeth,E05014112,Streatham Common & Vale,Electricity,Washing machine,Wiring insulation,Kitchen,Other,washingmachine/unknown
2009,April,Primary Fire,House in Multiple Occupation,0,0,E09000010,Enfield,E05013686,New Southgate,Electricity,Fridge/Freezer,Other/Unspecified furnishings,Kitchen,Other,notknown
2009,May,Primary Fire,Dwelling,0,1,E09000032,Wandsworth,E05014013,Furzedown,Electricity,Spin dryer,Wiring insulation,Kitchen,CREDA,"debonaireautopump,s20ipw"
2009,October,Primary Fire,Dwelling,0,0,E09000002,Barking and Dagenham,E05014057,Becontree,Electricity,Washing machine,Other item,Kitchen,AEG,76200
2009,October,Primary Fire,Dwelling,0,0,E09000022,Lambeth,E05014102,Clapham Town,Electricity,Dishwasher,Wiring insulation,Kitchen,DE DIETRICH,36vldhgb1
2009,October,Primary Fire,Dwelling,0,0,E09000006,Bromley,E05013990,Bromley Common & Holwood,Electricity,Washing machine,Unspecified internal fitting/part of structure,Conservatory,INDESIT,wia101(uk)
2009,September,Primary Fire,Dwelling,0,0,E09000010,Enfield,E05013687,Oakwood,Electricity,Washing machine,Wiring insulation,Kitchen,Other,unknown
2009,October,Primary Fire,Dwelling,0,0,E09000008,Croydon,E05011486,Thornton Heath,Electricity,Fridge/Freezer,Plastic - raw material only,Utility room,DANFOSS,unknown
2009,October,Primary Fire,Dwelling,0,0,E09000006,Bromley,E05014006,St. Mary Cray,Electricity,Dishwasher,Other item,Kitchen,INDESIT,?
2009,October,Primary Fire,Dwelling,0,0,E09000007,Camden,E05013668,Regent's Park,Electricity,Tumble dryer - Standard,Wiring insulation,Utility room,CREDA,simplicitytvr2
2009,September,Primary Fire,Dwelling,0,0,E09000014,Haringey,E05013599,South Tottenham,Electricity,Washing machine,Plastic - raw material only,Kitchen,INDESIT,wi2111
2009,July,Primary Fire,Dwelling,0,0,E09000020,Kensington and Chelsea,E05009399,Notting Dale,Electricity,Washing machine,Plastic - raw material only,Kitchen,Other,unknown
2009,August,Primary Fire,Dwelling,0,1,E09000003,Barnet,E05013644,High Barnet,Electricity,Tumble dryer - Standard,Clothing,Utility room,INDESIT,1560v
2009,August,Primary Fire,Dwelling,0,0,E09000011,Greenwich,E05014073,Blackheath Westcombe,Electricity,Tumble dryer - Standard,Wiring insulation,Utility room,HOOVER,maxi6tumbledrier
2009,September,Primary Fire,Dwelling,0,0,E09000003,Barnet,E05013635,East Barnet,Electricity,Tumble dryer - Standard,Wiring insulation,Utility room,HOTPOINT,aquariust.d.l31
2009,August,Primary Fire,Dwelling,0,1,E09000021,Kingston upon Thames,E05013942,Old Malden,Electricity,Fridge/Freezer,Other item,Kitchen,Other,unknown
2009,August,Primary Fire,Dwelling,0,0,E09000017,Hillingdon,E05013570,Heathrow Villages,Electricity,Tumble dryer - Standard,Plastic - raw material only,Kitchen,HOTPOINT,tdl12p
2009,July,Primary Fire,Dwelling,0,0,E09000026,Redbridge,E05011242,Fairlop,Electricity,Fridge/Freezer,Wiring insulation,Kitchen,Other,unknown
2009,June,Primary Fire,Offices and call centres,0,0,E09000006,Bromley,E05014002,Penge & Cator,Electricity,Tumble dryer - Standard,Wiring insulation,Utility room,INDESIT,1560vtumbledryer
2009,August,Primary Fire,Dwelling,0,0,E09000008,Croydon,E05011486,Thornton Heath,Electricity,Washing machine,Plastic - raw material only,Kitchen,BOSCH,unknown
2009,August,Primary Fire,Dwelling,0,0,E09000006,Bromley,E05013988,Bickley & Sundridge,Electricity,Dishwasher,Other item,Kitchen,WESTINGHOUSE,3e1181213231110
2009,November,Primary Fire,Retail,0,0,E09000028,Southwark,E05011115,St. Giles,Electricity,Tumble dryer - Standard,Gases,Shop floor/Showroom/Display hall,Other,unknown
2009,January,Primary Fire,Retail,0,0,E09000032,Wandsworth,E05014014,Lavender,Electricity,Washer/Dryer combined,Not known,Shop floor/Showroom/Display hall,Other,unknown
2009,October,Primary Fire,Food and Drink,0,0,E09000033,Westminster,E05013808,West End,Electricity,Fridge/Freezer,Wiring insulation,Store room,CARVELL,unknown
2009,April,Primary Fire,Sporting venues,0,0,E09000014,Haringey,E05013596,Northumberland Park,Electricity,Fridge/Freezer,Plastic - raw material only,Kitchen,STAYCOLD,doubleglassdoorfridge
2009,July,Primary Fire,Non Residential,0,0,E09000003,Barnet,E05013645,Mill Hill,Electricity,Fridge/Freezer,Wiring insulation,Kitchen,Other,unknown
2009,July,Primary Fire,Dwelling,0,0,E09000018,Hounslow,E05013614,Feltham West,Electricity,Tumble dryer - Standard,Other item,Kitchen,CREDA,simplicitydryert522vw
2009,July,Primary Fire,Dwelling,0,0,E09000008,Croydon,E05011464,Bensham Manor,Electricity,Fridge/Freezer,Internal Fittings,Living room,BEKO,ca5411ff
2009,July,Primary Fire,Dwelling,0,0,E09000008,Croydon,E05011471,New Addington South,Electricity,Dishwasher,Internal Fittings,Kitchen,Other,unknown
2009,July,Primary Fire,Dwelling,0,0,E09000008,Croydon,E05011481,Selsdon Vale & Forestdale,Electricity,Dishwasher,Plastic - raw material only,Kitchen,INDESIT,d41
2009,July,Primary Fire,Dwelling,0,0,E09000003,Barnet,E05013640,Friern Barnet,Electricity,Spin dryer,Other item,Kitchen,L G,tdc70045e
2009,July,Primary Fire,Dwelling,0,0,E09000025,Newham,E05013912,Forest Gate South,Electricity,Washing machine,Not known,Kitchen,HOOVER,nextra6
2009,July,Primary Fire,Dwelling,0,0,E09000008,Croydon,E05011482,Shirley North,Electricity,Tumble dryer - Standard,Other textiles,Kitchen,INDESIT,g74l
2009,July,Primary Fire,Dwelling,0,0,E09000019,Islington,E05013704,Highbury,Electricity,Tumble dryer - Standard,Plastic - raw material only,Kitchen,Other,unknown
2009,June,Primary Fire,Dwelling,0,0,E09000009,Ealing,E05013528,North Greenford,Electricity,Fridge/Freezer,Wiring insulation,Dining room,BEKO,a1fridge
2009,June,Primary Fire,Dwelling,0,1,E09000023,Lewisham,E05013717,Catford South,Electricity,Fridge/Freezer,Other item,Kitchen,Other,unknown
2009,July,Primary Fire,Dwelling,0,0,E09000023,Lewisham,E05013718,Crofton Park,Electricity,Washer/Dryer combined,Plastic - raw material only,Kitchen,Other,unknown
2009,June,Primary Fire,Dwelling,0,0,E09000013,Hammersmith and Fulham,E05013745,Parsons Green & Sandford,Electricity,Dishwasher,Other item,Kitchen,NEFF,s4130ors4132
2009,June,Primary Fire,Dwelling,0,0,E09000006,Bromley,E05014003,Petts Wood & Knoll,Electricity,Washing machine,Wiring insulation,Utility room,HOOVER,wdm120
2009,January,Primary Fire,Dwelling,0,0,E09000014,Haringey,E05013604,White Hart Lane,Electricity,Fridge/Freezer,Internal Fittings,Kitchen,HOTPOINT,fridge/freezer
2009,May,Primary Fire,Dwelling,0,0,E09000027,Richmond upon Thames,E05013787,South Twickenham,Electricity,Dishwasher,Wiring insulation,Kitchen,CARLTON,dishwasher
2009,May,Primary Fire,Dwelling,0,0,E09000015,Harrow,E05013546,Greenhill,Electricity,Washing machine,Not known,Kitchen,HOTPOINT,aquarius1100wm63
2009,May,Primary Fire,Dwelling,0,0,E09000015,Harrow,E05013546,Greenhill,Electricity,Tumble dryer - Standard,Clothing,Kitchen,Other,unknown
2009,April,Primary Fire,Dwelling,0,0,E09000008,Croydon,E05011465,Broad Green,Electricity,Washer/Dryer combined,Other item,Kitchen,SERVIS,washerdryer900
2009,April,Primary Fire,Dwelling,0,0,E09000025,Newham,E05013926,Wall End,Electricity,Washing machine,Other item,Kitchen,Other,aquarius
2009,March,Primary Fire,Dwelling,0,1,E09000003,Barnet,E05013630,Burnt Oak,Electricity,Tumble dryer - Standard,Not known,Conservatory,Other,notknown
2009,February,Primary Fire,Dwelling,0,0,E09000011,Greenwich,E05014081,Greenwich Park,Electricity,Fridge/Freezer,Internal Fittings,Kitchen,BOSCH,notknown
2009,February,Primary Fire,Dwelling,0,0,E09000014,Haringey,E05013604,White Hart Lane,Electricity,Fridge/Freezer,Plastic - raw material only,Kitchen,DIAMOND,4581
2009,January,Primary Fire,Dwelling,0,1,E09000030,Tower Hamlets,E05009322,Bromley South,Electricity,Fridge/Freezer,Wiring insulation,Kitchen,Other,unknown
2009,June,Primary Fire,Dwelling,0,0,E09000023,Lewisham,E05013727,Lewisham Central,Electricity,Tumble dryer - Standard,Other item,Kitchen,INDESIT,1560v
2009,June,Primary Fire,Dwelling,0,0,E09000033,Westminster,E05013793,Bayswater,Electricity,Washer/Dryer combined,Wiring insulation,Utility room,Other,unknown
2009,June,Primary Fire,Dwelling,0,0,E09000008,Croydon,E05011486,Thornton Heath,Electricity,Dishwasher,Wiring insulation,Kitchen,BEKO,"dwd5410w,aaaclassdishwasher"
2009,January,Primary Fire,Dwelling,0,3,E09000015,Harrow,E05013552,Kenton West,Electricity,Tumble dryer - Standard,Clothing,Garage,WHITE KNIGHT,inteldry
2009,March,Primary Fire,Dwelling,0,0,E09000010,Enfield,E05013692,Southgate,Electricity,Tumble dryer - Standard,Wiring insulation,Utility room,HOTPOINT,aquarius
2009,March,Primary Fire,Dwelling,0,0,E09000015,Harrow,E05013554,North Harrow,Electricity,Fridge/Freezer,Wiring insulation,Kitchen,BEKO,notknown
2009,March,Primary Fire,Dwelling,0,0,E09000030,Tower Hamlets,E05009318,Blackwall & Cubitt Town,Electricity,Fridge/Freezer,Other item,Kitchen,CREDA,model26051
2009,March,Primary Fire,Dwelling,0,0,E09000031,Waltham Forest,E05013898,Markhouse,Electricity,Fridge/Freezer,Other item,Utility room,BEKO,unknown
2009,March,Primary Fire,Dwelling,0,0,E09000002,Barking and Dagenham,E05014066,Northbury,Electricity,Washing machine,Other item,Kitchen,Other,unknown
2009,April,Primary Fire,Dwelling,0,0,E09000026,Redbridge,E05011237,Chadwell,Electricity,Dishwasher,Other item,Kitchen,DIPLOMAT,adp8132
2009,April,Primary Fire,Dwelling,0,0,E09000026,Redbridge,E05011243,Fullwell,Electricity,Washer/Dryer combined,Other item,Kitchen,DAEWOO,dwd-1410ds
2009,January,Primary Fire,Dwelling,0,0,E09000029,Sutton,E05013762,St. Helier West,Electricity,Tumble dryer - Standard,Wiring insulation,Other,INDESIT,notknown
2009,October,Primary Fire,Dwelling,0,0,E09000002,Barking and Dagenham,E05014071,Whalebone,Electricity,Fridge/Freezer,Unspecified internal fitting/part of structure,Kitchen,Other,unknown
2009,March,Primary Fire,Residential Home,0,0,E09000003,Barnet,E05013648,West Finchley,Electricity,Dishwasher,Plastic - raw material only,Kitchen,HOTPOINT,aquariusdishwasher
2009,January,Primary Fire,Residential Home,0,0,E09000014,Haringey,E05013603,West Green,Electricity,Washing machine,Wiring insulation,Laundry room,JLA,sluicewasher
2009,December,Primary Fire,Retail,0,0,E09000033,Westminster,E05013793,Bayswater,Electricity,Tumble dryer - Standard,Wiring insulation,Store room,Other,unknown
2009,February,Primary Fire,Retail,0,0,E09000016,Havering,E05013973,Harold Wood,Electricity,Tumble dryer - Standard,Plastic - raw material only,Utility room,HOTPOINT,aquariusvtd2og-95313280000
2009,May,Primary Fire,Education,0,0,E09000016,Havering,E05013974,Havering-atte-Bower,Electricity,Dishwasher,Plastic - raw material only,Kitchen,HOTPOINT,superplus7820
2009,October,Primary Fire,Non Residential,0,0,E09000021,Kingston upon Thames,E05013933,Coombe Vale,Electricity,Fridge/Freezer,Wiring insulation,Garage,Other,unknown
2009,December,Primary Fire,Non Residential,0,0,E09000006,Bromley,E05013994,Clock House,Electricity,Fridge/Freezer,Wiring insulation,Garage,INDESIT,notknown
2009,May,Primary Fire,Non Residential,0,0,E09000029,Sutton,E05013773,Worcester Park South,Electricity,Fridge/Freezer,Plastic - raw material only,Garage,PROLINE,slimlineplus
2009,November,Primary Fire,Outdoor structures,0,1,E09000026,Redbridge,E05011243,Fullwell,Electricity,Washing machine,Other item,Office,Other,unknown
2009,July,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000003,Barnet,E05013631,Childs Hill,Electricity,Washing machine,Wiring insulation,Kitchen,INDESIT,wia111
2009,June,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000002,Barking and Dagenham,E05014061,Gascoigne,Electricity,Washer/Dryer combined,Wiring insulation,Kitchen,CANDY,cmd146
2009,July,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000025,Newham,E05013908,Custom House,Electricity,Tumble dryer - Standard,Internal Fittings,Kitchen,HOTPOINT,aquariusvtd00
2009,July,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000003,Barnet,E05013639,Finchley Church End,Electricity,Fridge/Freezer,Internal Fittings,Kitchen,NEFF,intergratedfridge
2009,July,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000005,Brent,E05013496,Alperton,Electricity,Fridge/Freezer,Other item,Kitchen,Other,notknown
2009,July,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000025,Newham,E05013918,Plaistow North,Electricity,Tumble dryer - Standard,Other textiles,Kitchen,HOTPOINT,aquariustdl32
2009,October,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000007,Camden,E05013670,South Hampstead,Electricity,Washing machine,Wiring insulation,Kitchen,BEKO,wma10w
2009,December,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000028,Southwark,E05011106,North Bermondsey,Electricity,Fridge/Freezer,Wiring insulation,Kitchen,Other,unknown
2009,December,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000032,Wandsworth,E05014015,Nine Elms,Electricity,Washer/Dryer combined,Wiring insulation,Kitchen,BOSCH,exxcel
2009,August,Primary Fire,Purpose Built Flats/Maisonettes,0,1,E09000021,Kingston upon Thames,E05013938,Kingston Town,Electricity,Washing machine,Wiring insulation,Kitchen,CANDY,cn450
2009,August,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000017,Hillingdon,E05013570,Heathrow Villages,Electricity,Washing machine,Plastic - raw material only,Kitchen,WHIRLPOOL,servicenumber857032915300
2009,August,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000016,Havering,E05013974,Havering-atte-Bower,Electricity,Tumble dryer - Standard,Other item,Kitchen,INDESIT,is60v5
2009,September,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000032,Wandsworth,E05014011,East Putney,Electricity,Fridge/Freezer,Other furniture,Kitchen,BEKO,csb4606ff
2009,September,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000011,Greenwich,E05014088,Plumstead Common,Electricity,Washer/Dryer combined,Rubber - raw material only,Kitchen,HOTPOINT,aqurarius
